task_description,task_category,task_required_skill,employer_id,employer_skill,match
"This task involves testing a mobile development app. Skills needed: Swift, Flutter , R3ACT NATIV3.",MOBILE DEVELOPMENT,"Swift, Flutter , R3ACT NATIV3",cbf69ee7-7f9c-5a82-59b0-5ae8328ab2a1,"SWIFT, j@v@Script, SIEM, R3@CT, docker",0
"THIS TASK INVOLVES DESIGNING A MOBILE DEVELOPMENT APP. SKILLS NEEDED: SWIFT, FLUTT3R ,  REACT NATIVE .",Mobil3 D3v3lopm3nt,"Swift, Flutt3r ,  REACT NATIVE ",d395e625-9dcd-b5dc-6fe7-616f31ef3446," scikit-learn ,  KOTLIN,  Unre@l Engine , aws ",0
" This t@sk involv3s d3v3loping @ g@m3 d3v3lopm3nt @pp. Skills n33d3d:  BLENDER , Unr3@l Engin3. ",GAME DEVELOPMENT," BLENDER , Unr3@l Engin3",804f5547-cf75-bacc-cc92-7266d09effa6,"DOCKER,  python , NUMPY, Java,  P3N3TR@TION T3STING",0
" This t@sk involves improving @ web development @pp. Skills needed: j@v@Script, html,  node.Js ,  R3ACT . ",Web Development,"javaScript, html,  node.Js ,  R3ACT ",3e0165a7-3caa-146d-456e-0262858a1bf3,"python, re@ct n@tive, firew@lls, html",0
"This task involves developing a devops app. Skills needed: kub3rn3t3s,  terraform, CI/CD, docker.",D3VOPS,"kub3rn3t3s,  terraform, CI/CD, docker",fe79552f-8d7b-1c8f-7b28-b1794abc16ab," penetration testing, aws , NumPy, UNITY",0
"This task involves developing a game development app. Skills needed:  C# , UNR3AL ENGIN3,  Unity .",GAME DEVELOPMENT," C# , UNR3AL ENGIN3,  Unity ",5616b0e5-dba1-954b-bb71-560e87aefec9," p3n3tration t3sting, UNITY, pandas",0
" This t@sk involves designing @ cybersecurity @pp. Skills needed:  PENETRATION TESTING, n3tworking, fir3w@lls. ",Cybersecurity," PENETRATION TESTING, n3tworking, fir3walls",1d05e52c-0451-e4f8-9037-0e47eae76bee,"Css, Unr3al Engin3,  terr@form",0
" This t@sk involves improving @ web development @pp. Skills needed:  NODE.JS ,  html . ", Web Development ," NODE.JS ,  html ",07c7b010-3208-6f17-b740-2d6f06fddf1c,"PANDAS, @ws ,  PYTHON , KUBERNETES, J@V@",0
"THIS TASK INVOLV3S T3STING A W3B D3V3LOPM3NT APP. SKILLS N33D3D:  CSS , R3ACT, J@V@SCRIPT, HTML.",Web Development," Css , react, j@v@Script, html",f5a7dde2-91c4-dab1-0ddd-b17ab8d297a3,"sql, aws , python, SIEM",0
"This t@sk involv3s d3signing @ g@m3 d3v3lopm3nt @pp. Skills n33d3d: bl3nd3r, Unity, Unr3@l Engin3.",G@me Development,"blender, Unity, Unr3al Engin3",9d5ffa66-fad7-f2d8-47c6-a5e594f1cb18,"C#, CI/CD,  Flutter  , SCIKIT-LEARN",0
"THIS T@SK INVOLVES TESTING @ G@ME DEVELOPMENT @PP. SKILLS NEEDED: UNITY, C#,  C++ , BLENDER.", GAM3 D3V3LOPM3NT ,"Unity, C#,  c++ , blender",5f8b8ea0-5bee-b7d3-ddb3-125218f4e33e,"c++,  NETWORKING , Unity, blender",1
"This t@sk involves designing @ d@t@ science @pp. Skills needed: NumPy, p@nd@s, PYTHON.",Data Sci3nc3,"NumPy, pandas, PYTHON",20cd82db-7cb7-347c-8bfb-bcafdf84878b,"C#, html, RE@CT N@TIVE, Unr3al Engin3",0
"This task involves improving a game development app. Skills needed: C++, Unity, Unreal Engine.", Gam3 D3v3lopm3nt ,"C++, Unity, Unreal Engine",ceb8899b-82a5-672a-b77d-e80bd4bd85a6,"Flutter , Swift, EncryptioN, docker",0
"This task involv3s t3sting a cyb3rs3curity app. Skills n33d3d: EncryptioN,  PENETRATION TESTING, NETWORKING.", Cybersecurity ,"EncryptioN,  PENETRATION TESTING, NETWORKING",d1aaf34d-fa6c-23c7-9f5f-4c0971aef7ff," sql ,  c++ , nod3.Js,  j@v@Script , networking",0
"This task involves designing a web development app. Skills needed: JAVASCRIPT, node.Js.",Web Development,"JAVASCRIPT, node.Js",15aed1ed-4bad-e8ee-7ae4-437a8190dc73,"react, REACT NATIVE, NumPy",0
"This task involves designing a web development app. Skills needed:  html ,  REACT .",WEB DEVELOPMENT," html ,  REACT ",c066ad29-80b8-84c1-71a1-5f9d10343595,"p@nd@s, SIEM, DOCK3R",0
"This t@sk involv3s d3signing @ mobil3 d3v3lopm3nt @pp. Skills n33d3d: Flutt3r , r3@ct n@tiv3, J@v@.",Mobil3 D3v3lopm3nt,"Flutter , react native, Java",5d29c99e-b1e8-e008-9f8e-03fb377fe286," python ,  TERRAFORM, scikit-l3@rn,  CI/CD ",0
"This task involv3s improving a data sci3nc3 app. Skills n33d3d: SCIKIT-L3ARN, NumPy, sql, PYTHON.",Data Science,"SCIKIT-L3ARN, NumPy, sql, PYTHON",50439e16-eb6a-e628-58ba-6b435d3d6bda,"NUMPY, BLENDER, Css,  penetration testing",0
"THIS TASK INVOLVES IMPROVING A GAME DEVELOPMENT APP. SKILLS NEEDED: C++, BLENDER, C#.",G@ME DEVELOPMENT,"c++, blender, C#",d1d57235-7bce-a0e3-8d35-4b535742609e,"bl3nd3r,  python , react, kubernetes",0
"This task involv3s d3signing a mobil3 d3v3lopm3nt app. Skills n33d3d:  r3act nativ3 , Flutt3r ,   KOTLIN .",MOBIL3 D3V3LOPM3NT," react native , Flutt3r ,   KOTLIN ",650ecc1c-a4da-2aef-d346-75c68791873d,"FLUTTER , NumPy, kubernetes",0
"This task involv3s d3signing a d3vops app. Skills n33d3d: CI/CD, kub3rn3t3s, @ws .",DevOps,"CI/CD, kubernetes, @ws ",c99faaee-c3d6-1f20-7a17-94ff35f31a10,"c++, p@nd@s, NOD3.JS, python, n3tworking",0
" This task involves developing a web development app. Skills needed: j@v@Script, r3@ct, Css. ",WEB DEVELOPMENT,"j@v@Script, r3@ct, Css",cf44ccb2-8933-101e-ffdb-70e2fe5c3d3f," UNRE@L ENGINE , networking, KUB3RN3T3S,  kotlin, bl3nd3r",0
"This task involves designing a cybersecurity app. Skills needed: FIR3WALLS, EncryptioN, SIEM.",Cybersecurity,"FIR3WALLS, EncryptioN, SIEM",cd6f8d6d-ba04-3e3d-5806-2de99dd77ab0," DOCKER , SWIFT, NUMPY, j@v@Script",0
"THIS TASK INVOLVES DESIGNING A DEVOPS APP. SKILLS NEEDED: CI/CD,  KUB3RN3T3S , DOCKER.",DevOps,"CI/CD,  KUB3RN3T3S , DOCKER",436632d2-51a7-2985-ac29-ec9044641460,"AWS ,  penetration testing, N3TWORKING,  kotlin,  c++ ",0
"This task involves testing a web development app. Skills needed: html, CSS.",WEB DEVELOPMENT,"html, CSS",7a8efe60-07f4-e313-3d67-f3fbbfb02ca3,"Flutter , C#,  kotlin",0
"THIS T@SK INVOLVES DESIGNING @ G@ME DEVELOPMENT @PP. SKILLS NEEDED:  BLENDER , UNITY,  UNRE@L ENGINE , C#.", Gam3 D3v3lopm3nt ," blender , Unity,  UNRE@L ENGINE , C#",c9e9de75-84d1-3965-2287-3809af5fbad2,"C#, nod3.Js, pandas, J@v@, C++",0
" This t@sk involves developing @ g@me development @pp. Skills needed:  BLENDER , C#, Unr3@l Engin3, c++. ",G@me Development," BLENDER , C#, Unr3al Engin3, c++",91a3109d-ba3e-4c71-4552-36e06cb6980c,"SQL, KUBERNETES, html,  python ",0
" THIS TASK INVOLV3S D3SIGNING A DATA SCI3NC3 APP. SKILLS N33D3D: SCIKIT-L3@RN, PYTHON, SQL. ",DATA SCIENCE,"scikit-l3@rn, python, SQL",13eb74d9-299b-6aae-8998-d0d3a6668135,"SWIFT, CI/CD, node.Js",0
"This t@sk involves designing @ devops @pp. Skills needed: KUB3RN3T3S,  terr@form,  docker .",DevOps,"KUB3RN3T3S,  terraform,  docker ",223adfa4-f1c5-e401-4e25-87e1b604f0fe,"html,  NumPy , aws ,  UNR3AL ENGIN3 ",0
"THIS T@SK INVOLVES DEVELOPING @ WEB DEVELOPMENT @PP. SKILLS NEEDED: HTML, NODE.JS.",W3b D3v3lopm3nt,"HTML, node.Js",d798070a-7e76-c122-63b6-96aeac4e8af2,"SQL,  SIEM , docker, Css,  j@v@Script ",0
"This task involves testing a mobile development app. Skills needed: Swift, J@v@, Flutter .",Mobile Development,"Swift, J@v@, Flutter ",46e71baf-67c3-60c0-8647-27e1495e8ade,"SIEM, aws , c++, NumPy",0
"This task involves improving a game development app. Skills needed: Unre@l Engine, C#, C++.",G@me Development,"Unre@l Engine, C#, C++",af563ef9-d2a1-f4d0-4cbe-2744c3c429b2,"j@v@Script,  Flutt3r  ,  EncryptioN ,  terraform",0
"This task involves developing a web development app. Skills needed: javaScript, nod3.Js.", Web Development ,"javaScript, nod3.Js",48158635-1c81-45f6-c476-c1385c39d718,"Css, Flutter , Unity, Unreal Engine,  NumPy ",0
"This task involves improving a cybersecurity app. Skills needed:   penetration testing ,  SIEM .",Cybersecurity,"  penetration testing ,  SIEM ",99b6cbc8-cb05-159b-11f4-e429506771c2,"SIEM,  NumPy , UNITY, nod3.Js",0
"This task involv3s d3v3loping a mobil3 d3v3lopm3nt app. Skills n33d3d:  KOTLIN, Java, Flutt3r .",Mobile Development," KOTLIN, Java, Flutt3r ",78d41dc6-a27c-bdb9-733e-8ddfdbdcbd8f,"CI/CD, BLENDER,  DOCKER ,  TERR@FORM",0
" This task involv3s t3sting a cyb3rs3curity app. Skills n33d3d: EncryptioN,  PENETR@TION TESTING, SIEM. ",Cyb3rs3curity,"EncryptioN,  PENETR@TION TESTING, SIEM",38d88cfb-24bc-0920-65e0-1668efd06a47,"react, BLENDER, html",0
" THIS T@SK INVOLV3S D3V3LOPING @ W3B D3V3LOPM3NT @PP. SKILLS N33D3D: CSS,  NOD3.JS , HTML. ",Web Development,"Css,  node.Js , html",91f798ea-12f7-2a8e-2f55-c98b9093d61d,"react, javaScript, Unreal Engine",0
"This task involves improving a web development app. Skills needed: HTML,  javaScript .",Web Development,"HTML,  javaScript ",183e267f-e892-aa33-aa97-67f0e8db0e3f,"AWS , Css,  pandas , sql",0
"THIS TASK INVOLVES DEVELOPING A DEVOPS APP. SKILLS NEEDED:  DOCKER , KUBERNETES,  TERR@FORM, AWS .",DEVOPS," docker , KUBERNETES,  TERR@FORM, AWS ",2345352a-40cf-3a2e-2339-1269ba0f0b3a,"html,  NumPy ,  terr@form, blender",0
"This task involves testing a web development app. Skills needed: html, node.Js.",Web Development,"html, node.Js",d9942a6f-de54-aa07-465c-f60b7bbc3356," scikit-learn ,  kotlin, HTML, J@v@",0
"THIS TASK INVOLVES DEVELOPING A MOBILE DEVELOPMENT APP. SKILLS NEEDED: SWIFT,  KOTLIN, J@V@.",Mobil3 D3v3lopm3nt,"Swift,  kotlin, J@V@",cfa9779a-ec08-6b00-f694-cf1066ac98fb,"firew@lls,  SCIKIT-LE@RN , J@v@",0
"This task involves improving a game development app. Skills needed: Unity, c++, C#, blender.",Gam3 D3v3lopm3nt,"Unity, c++, C#, blender",56379e5c-9264-e9e9-a55e-b8b3339bc64f,"PYTHON,  terraform, node.Js",0
"This t@sk involv3s d3v3loping @ mobil3 d3v3lopm3nt @pp. Skills n33d3d: r3@ct n@tiv3, J@V@, FLUTTER .",Mobile Development,"react native, J@V@, FLUTTER ",82bb27f0-bd4e-6a4e-63a4-6138295c322d,"re@ct, node.Js,  r3act nativ3 ",0
" This task involves developing a cybersecurity app. Skills needed:   p3n3tr@tion t3sting , SIEM, networking. ",Cybersecurity,"  p3n3tr@tion t3sting , SIEM, networking",8a187652-caae-ace5-27bb-3085c7a57ee2,"Css,  kotlin, kubernetes, sql,  PENETR@TION TESTING",0
"This task involves testing a devops app. Skills needed:  terraform, docker.",D3vOps," terraform, docker",69591cf7-13d0-7ca8-1e1f-919b3e47b9f3,"r3act, docker, kub3rn3t3s,  python ",0
"This t@sk involves testing @ web development @pp. Skills needed: r3@ct, JAVASCRIPT, node.Js.",WEB DEVELOPMENT,"r3act, JAVASCRIPT, node.Js",d7bfe440-cad1-8e95-b56a-6431b8e6c5cd,"C++,  UNRE@L ENGINE , firewalls, SCIKIT-LEARN",0
" THIS TASK INVOLVES IMPROVING A CYBERSECURITY APP. SKILLS NEEDED:  PENETRATION TESTING, ENCRYPTION, N3TWORKING. ",CYBERSECURITY," penetration testing, ENCRYPTION, n3tworking",63f29b48-712a-dd86-9df6-670998b3f6dd," REACT ,  c++ ,   PENETR@TION TESTING , bl3nd3r",0
"This t@sk involves developing @ cybersecurity @pp. Skills needed: fir3w@lls,  SIEM , ENCRYPTION.",CYBERSECURITY,"fir3w@lls,  SIEM , ENCRYPTION",5976580a-9452-d9e0-7c20-bc36597d1f3a,"aws , JAVASCRIPT, SCIKIT-LEARN, CI/CD",0
"This task involves improving a game development app. Skills needed:  C# , blender.", G@M3 D3V3LOPM3NT ," C# , blender",783c633b-b99e-27c9-8889-9d2cf4015bf3,"firewalls, html, c++, C#",0
"This task involves designing a web development app. Skills needed:  javaScript , nod3.Js, CSS, HTML.",Web Development," javaScript , nod3.Js, CSS, HTML",23fb8714-1dd7-bc93-d9da-6e94b46df592,"KUBERNETES, JAVA, SCIKIT-L3ARN",0
" THIS T@SK INVOLVES DESIGNING @ D@T@ SCIENCE @PP. SKILLS NEEDED: P@ND@S, SQL, NUMPY, SCIKIT-L3@RN. ", DATA SCIENCE ,"pandas, sql, NumPy, scikit-l3@rn",7aaaaede-bee9-3d47-87d1-9e1657477af3," node.Js ,  terraform, pandas, Css",0
"This task involves designing a game development app. Skills needed:  c++ ,  Unr3@l Engin3 ,  Unity .",Game Development," c++ ,  Unr3@l Engin3 ,  Unity ",5b8168c5-faa1-5b5a-be35-4fc6fb714888,"javaScript,  aws  , SWIFT, Css",0
"THIS TASK INVOLV3S T3STING A D3VOPS APP. SKILLS N33D3D: AWS , CI/CD, KUB3RN3T3S.",D3VOPS,"aws , CI/CD, KUB3RN3T3S",7f94cc31-de63-909e-8efb-4c1387458b22,"docker, NODE.JS, CI/CD, kubernetes, J@V@",1
"This task involv3s improving a gam3 d3v3lopm3nt app. Skills n33d3d: Unity, bl3nd3r, Unr3al Engin3.", GAM3 D3V3LOPM3NT ,"Unity, blender, Unr3al Engin3",d1cf0381-a325-54ad-c60e-2f867ad8132f," kotlin, Flutt3r , react native, P@ND@S",0
"This task involves testing a mobile development app. Skills needed:  kotlin,  Swift , Flutt3r .",Mobil3 D3v3lopm3nt," kotlin,  Swift , Flutt3r ",03044723-715f-897e-821c-fbde4226b1e4," kotlin, Unity, r3@ct n@tiv3",0
" This task involv3s d3signing a cyb3rs3curity app. Skills n33d3d: FIREW@LLS, NETWORKING. ",CYB3RS3CURITY,"FIREW@LLS, NETWORKING",5f5d72b6-3a24-9d11-92dd-39b8436430a5,"firewalls, NumPy, javaScript",0
"This task involves developing a web development app. Skills needed: Css, NODE.JS.",Web Development,"Css, NODE.JS",12dbe6fb-3388-c6f5-09f2-0e684bfb0efe,"pandas, c++, RE@CT",0
" This task involves designing a game development app. Skills needed:  UNITY , UNR3AL ENGIN3, C++, C#. ",Gam3 D3v3lopm3nt," UNITY , UNR3AL ENGIN3, C++, C#",e9dee0f8-fb68-eedc-6286-414c405574b5," firewalls , docker, EncryptioN, node.Js, CSS",0
"This t@sk involves developing @ g@me development @pp. Skills needed: Unity, c++, Unre@l Engine, C#.",G@me Development,"Unity, c++, Unre@l Engine, C#",54ba12cd-d543-3601-d87f-948820ce1b27,"JAVA, SQL, p@nd@s, Unreal Engine",0
"This task involves testing a data science app. Skills needed: python, NumPy.",DATA SCIENCE,"python, NumPy",2e9f70c3-0b44-632b-1225-c4463423b1ff,"pandas, SIEM,  r3@ct , C#,  terraform",0
"This t@sk involves testing @ g@me development @pp. Skills needed: C#, UNREAL ENGINE, Unity, C++.",G@me Development,"C#, UNREAL ENGINE, Unity, C++",0f9f9c30-1c61-cfe0-f5b4-ffc92a111db5," SIEM , node.Js, blender, Css",0
" This task involves testing a mobile development app. Skills needed:  Flutter  ,  kotlin. ", Mobile Development ," Flutter  ,  kotlin",5bb78eb3-0df8-b3db-5ffc-976ce6b551db,"Swift, c++, Unity,  NUMPY ",0
"This t@sk involves testing @ web development @pp. Skills needed: JAVASCRIPT, Css.",Web Development,"JAVASCRIPT, Css",88b9f254-71bb-54dd-ad61-4c574705c2a6,"BLENDER, C#, CSS, networking",0
"This t@sk involves developing @ d@t@ science @pp. Skills needed:  scikit-l3@rn ,  sql , NumPy.",Data Science," scikit-l3arn ,  sql , NumPy",977e2a60-d1fc-2db1-298e-d3add674ad2b," react native , JAVASCRIPT, Unreal Engine, c++, R3ACT",0
"This t@sk involves developing @ devops @pp. Skills needed: CI/CD, kubernetes,  terr@form.",DevOps,"CI/CD, kubernetes,  terraform",7b1cb513-3a61-b5de-f3de-d9809d808605,"networking, sql, c++",0
"This task involves improving a devops app. Skills needed: @ws , kub3rn3t3s, CI/CD,  t3rraform.",DEVOPS,"@ws , kub3rn3t3s, CI/CD,  t3rraform",81e325a9-dae0-0d73-d92a-45b988b00023,"sql,   kotlin , dock3r,  PYTHON , firewalls",0
"This t@sk involves testing @ d@t@ science @pp. Skills needed: NumPy, python,  scikit-le@rn .",Data Science,"NumPy, python,  scikit-learn ",93d4d51b-19ad-8cf0-73d9-9dfb7d3788d3," Css ,  terr@form, Unity, react native",0
" THIS TASK INVOLV3S D3SIGNING A D3VOPS APP. SKILLS N33D3D: DOCK3R, CI/CD. ", DEVOPS ,"docker, CI/CD",30027114-8b23-91e7-6cfc-6bdd013a08e4," scikit-le@rn ,  terraform, sql, NUMPY",0
"This task involves improving a game development app. Skills needed: c++,  Unity ,  C# .", GAME DEVELOPMENT ,"c++,  Unity ,  C# ",7d0bdac9-28a2-a36e-28ac-b5c705b41577,"Swift, UNREAL ENGINE, Java",0
"THIS TASK INVOLVES IMPROVING A GAME DEVELOPMENT APP. SKILLS NEEDED: BL3ND3R, C++, C#.",Game Development,"BL3ND3R, c++, C#",3ff5f85b-4fde-0d4c-054a-d76895d1c833,"sql, Unreal Engine, networking, NUMPY",0
"THIS T@SK INVOLVES DEVELOPING @ DEVOPS @PP. SKILLS NEEDED: CI/CD, KUBERNETES.",DEVOPS,"CI/CD, kubernetes",ee3472f3-8117-4f67-f51f-7f0eb6f8e743," c++ , JAVASCRIPT, @ws , scikit-le@rn",0
"This task involves improving a game development app. Skills needed: C++, Unity.",Game Development,"C++, Unity",e8e2759c-651f-35c7-a28c-7c58e1b3fae0,"JAVA, sql,  kotlin, re@ct",0
"This t@sk involves improving @ g@me development @pp. Skills needed: C++, UNITY, bl3nd3r.",Game Development,"C++, UNITY, bl3nd3r",f1599799-8f8e-18a9-0a1f-b9c0d40ed617," PENETRATION TESTING, NUMPY,  t3rraform",0
"This task involv3s improving a w3b d3v3lopm3nt app. Skills n33d3d:  j@v@Script , Css, NODE.JS.",Web Development," j@v@Script , Css, NODE.JS",de7b4a67-a02b-38d8-f6ae-f9a0ca342df5,"Unity, NumPy, SIEM",0
"This task involves developing a game development app. Skills needed: Unr3@l Engin3, Unity, C#, c++.",Game Development,"Unr3@l Engin3, Unity, C#, c++",7d1cbee4-8da1-3f12-e32a-67b043d32f46,"c++, CI/CD, sql",0
" This t@sk involv3s t3sting @ w3b d3v3lopm3nt @pp. Skills n33d3d: r3@ct, Css. ",WEB DEVELOPMENT,"react, Css",02907166-a22f-b0b8-f192-5d34b816cd45,"sql, c++, FLUTT3R ,  UNR3AL ENGIN3 ,  pandas ",0
"THIS TASK INVOLVES DESIGNING A CYBERSECURITY APP. SKILLS NEEDED: ENCRYPTION, NETWORKING,  FIREW@LLS .",Cybersecurity,"EncryptioN, NETWORKING,  firew@lls ",cb6925df-b38f-4c58-88ca-5c6f8d649c57," EncryptioN ,  Flutter  ,  html , CI/CD",0
"THIS TASK INVOLVES IMPROVING A CYBERSECURITY APP. SKILLS NEEDED:  NETWORKING ,  PENETR@TION TESTING.", Cybersecurity ," networking ,  penetr@tion testing",cf4215f3-2a82-2868-fecb-e8d562001883," FIREWALLS , JAVA, networking, UNREAL ENGINE",0
"THIS T@SK INVOLV3S D3V3LOPING @ G@M3 D3V3LOPM3NT @PP. SKILLS N33D3D: BLENDER, C#, UNITY.", G@me Development ,"BLENDER, C#, Unity",8cf8d963-e920-bbf6-acaf-3f237e67797a,"AWS , CSS, CI/CD,   kotlin , SIEM",0
"THIS TASK INVOLVES IMPROVING A CYBERSECURITY APP. SKILLS NEEDED:  PENETRATION TESTING, FIR3WALLS, SIEM,  ENCRYPTION .",CYBERSECURITY," PENETRATION TESTING, FIR3WALLS, SIEM,  EncryptioN ",d9eff977-72b2-5349-472b-aa640606acee,"Unr3al Engin3, Flutter , c++,  PYTHON , Java",0
"THIS TASK INVOLVES DESIGNING A DATA SCIENCE APP. SKILLS NEEDED: PYTHON,  P@ND@S , SQL.",Data Science,"python,  P@ND@S , sql",ce7e2035-e102-c04a-6dde-e38376ba9f55,"SIEM, networking, docker",0
"This task involves developing a game development app. Skills needed: c++, UNREAL ENGINE,  UNITY , C#.",GAME DEVELOPMENT,"c++, UNREAL ENGINE,  UNITY , C#",e3b35ecb-3cda-77b1-cf8d-445ffe95f54f,"FLUTTER , c++, Css, SIEM, Swift",0
"This t@sk involv3s d3v3loping @ d@t@ sci3nc3 @pp. Skills n33d3d: scikit-l3@rn, p@nd@s.",Data Science,"scikit-learn, p@nd@s",7da33f63-3fa9-e4e7-1eb6-26fd1cdacbec,"docker, re@ct n@tive, PANDAS",0
"THIS TASK INVOLVES DESIGNING A DATA SCIENCE APP. SKILLS NEEDED: PYTHON, SCIKIT-LEARN, NUMPY.",Data Sci3nc3,"python, scikit-learn, NumPy",f8b6548f-0d81-7e47-76fb-fefbe616fb3c,"REACT,  scikit-learn ,   KOTLIN ",0
" THIS TASK INVOLVES TESTING A CYBERSECURITY APP. SKILLS NEEDED:  PENETRATION TESTING,  SIEM . ",Cybersecurity," penetration testing,  SIEM ",f220abf1-1942-f5d6-c157-f215ed4260a9,"Java,  FLUTT3R  ,  python , SCIKIT-L3ARN",0
"THIS T@SK INVOLVES IMPROVING @ DEVOPS @PP. SKILLS NEEDED: KUBERNETES,  DOCK3R .",D3vOps,"kubernetes,  dock3r ",bf256460-c4e2-d1e4-d7ae-0bea6c883ff3," t3rr@form, NODE.JS,  FIREWALLS , react native, react",0
"This t@sk involves designing @ devops @pp. Skills needed:   terr@form , DOCKER, kubernetes, CI/CD.",DEVOPS,"  terraform , DOCKER, kubernetes, CI/CD",c64ade6e-3499-1aad-15e3-eda552b129eb,"NODE.JS, r3act, Swift, Unre@l Engine, sql",0
"This task involves developing a mobile development app. Skills needed:  kotlin, r3act nativ3.",Mobile Development," kotlin, r3act nativ3",6f2cf234-f062-2b3d-c266-4b1158bb0558,"CI/CD,  penetration testing, scikit-learn",0
"This t@sk involves testing @ mobile development @pp. Skills needed: Flutt3r , R3ACT NATIV3,  Swift ,  kotlin.",Mobile Development,"Flutt3r , R3ACT NATIV3,  Swift ,  kotlin",e3d99cca-9bef-5ec3-e237-fe8117ddbef3,"Unr3@l Engin3, react,  pandas ",0
"This task involv3s d3signing a d3vops app. Skills n33d3d: kub3rn3t3s, dock3r.", D3vOps ,"kubernetes, dock3r",9023443f-c12a-e169-ba5b-3b9f50f78a01," SWIFT , r3act, kub3rn3t3s, blender",0
"This task involves developing a web development app. Skills needed: nod3.Js,  r3act ,  CSS , JAVASCRIPT.", Web Development ,"nod3.Js,  r3act ,  CSS , JAVASCRIPT",a491dec8-1828-ee5e-1290-874de503a032," Css , EncryptioN,  networking , blender, node.Js",1
"This task involves testing a cybersecurity app. Skills needed: SIEM,  PENETRATION TESTING, N3TWORKING.",Cybersecurity,"SIEM,  PENETRATION TESTING, N3TWORKING",a18a9bc2-a9b7-80d5-6534-af5c70848369,"Css,  scikit-learn , html",0
"This task involv3s t3sting a w3b d3v3lopm3nt app. Skills n33d3d: javaScript, nod3.Js, CSS, html.",Web Development,"javaScript, node.Js, CSS, html",193d2cc1-55a5-1808-9c16-2b23bdc1dde0,"Css, fir3w@lls, SCIKIT-LEARN",0
"This task involves designing a web development app. Skills needed: html, node.Js.",Web Development,"html, node.Js",bf9c2ac9-fada-d889-283b-89f2ba910e1a,"Flutter , NumPy, networking,  html ",0
"This t@sk involv3s improving @ g@m3 d3v3lopm3nt @pp. Skills n33d3d: Unr3@l Engin3,  Unity , c++, bl3nd3r.",G@me Development,"Unre@l Engine,  Unity , c++, blender",3ae4daef-c926-5a61-f44b-490dcbdd350f,"Unity, SWIFT, kubernetes,  bl3nd3r , scikit-l3@rn",1
" THIS TASK INVOLVES DESIGNING A CYBERSECURITY APP. SKILLS NEEDED: ENCRYPTION,  PENETRATION TESTING, SIEM. ",CYB3RS3CURITY,"ENCRYPTION,  PENETRATION TESTING, SIEM",a456024f-f56c-aa2e-a617-4f5a9e97166f,"scikit-l3arn, C#,   kotlin ",0
"THIS TASK INVOLVES TESTING A GAME DEVELOPMENT APP. SKILLS NEEDED:  UNREAL ENGINE , C++, C#, UNITY.",Gam3 D3v3lopm3nt," UNREAL ENGINE , c++, C#, Unity",874e226c-293f-7076-85e4-7e25b730a0e1,"p@nd@s, firewalls, NumPy",0
"THIS T@SK INVOLVES DESIGNING @ DEVOPS @PP. SKILLS NEEDED: KUB3RN3T3S, CI/CD, DOCKER,  @WS  .",DEVOPS,"kub3rn3t3s, CI/CD, docker,  aws  ",e423bbd8-7611-aee9-b96d-12fbb25347a6,"C#, node.Js, Java",0
"THIS T@SK INVOLVES IMPROVING @ D@T@ SCIENCE @PP. SKILLS NEEDED: NUMPY,  SCIKIT-LEARN .",D@T@ SCIENCE,"NumPy,  SCIKIT-LEARN ",2eea24bc-b027-80d9-2315-d9b9be3899a1,"Java, UNITY,  T3RR@FORM, CI/CD",0
"This task involves improving a web development app. Skills needed: J@V@SCRIPT, html, CSS, REACT.",WEB DEVELOPMENT,"J@V@SCRIPT, html, CSS, REACT",fe6d8f47-e4d8-aac1-ef11-0b9d0fef9b3d,"Unre@l Engine,  NumPy ,  Swift ",0
"This task involves designing a data science app. Skills needed: pandas, SCIKIT-L3@RN.",DATA SCI3NC3,"pandas, SCIKIT-L3@RN",1a9b4533-53d0-c6f7-2bb1-a705697b3912,"docker, Flutter , aws ,  BLENDER , Swift",0
"This t@sk involves developing @ d@t@ science @pp. Skills needed: scikit-l3@rn, python, NumPy.",D@T@ SCIENCE,"scikit-l3arn, python, NumPy",271032fd-77d9-5faf-55c4-e93a5005cbb8,"P@ND@S, REACT NATIVE, JAVASCRIPT,  Swift , n3tworking",0
